customer_age,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,ratio_atraso_entrega,custo_por_item,intensidade_problema,entrega_no_prazo,score_logistica,cliente_longa_data,pct_desconto
62,112,470.04,6,72.19,2,9,1,34.2,1,1,8,3,0.1,84.04,32,0,-3,1,15.325662364130432
43,7,74.24,2,43.19,7,10,2,26.67,2,3,0,7,0.18181818181818182,50.455,0,0,-6,0,57.40297713981924
50,15,512.44,3,80.42,5,3,0,23.19,2,1,0,3,0.0,178.54333333333338,0,1,3,0,15.662979121221563
26,58,339.9,5,29.12,6,10,2,32.35,3,3,11,7,0.18181818181818182,74.45,264,0,-7,0,8.542094455852158
34,50,197.48,4,44.93,2,3,1,5.74,1,3,3,6,0.25,50.805,63,0,-3,0,22.637041515517936
23,86,274.53,2,24.22,7,6,3,27.5,3,0,2,3,0.42857142857142855,151.015,0,0,-9,1,8.790331361376257
63,16,825.63,4,19.12,2,5,3,33.98,2,1,10,3,0.5,214.9025,40,0,-8,0,2.3130058188064795
24,96,902.94,2,5.18,8,5,4,51.8,2,2,3,5,0.6666666666666666,477.37,36,0,-10,1,0.5730468836427196
24,32,479.61,3,40.16,4,5,5,40.34,2,2,2,6,0.8333333333333334,173.3166666666667,28,0,-12,0,8.356047522939598
54,38,722.01,3,20.33,4,5,2,43.57,1,1,4,5,0.3333333333333333,255.19333333333336,24,0,-5,0,2.8118559909268197
22,32,382.72,5,52.5,2,4,3,55.87,1,2,2,4,0.6,87.718,20,0,-7,0,13.681851349942667
50,72,188.41,1,0.97,5,10,4,50.42,3,2,2,4,0.36363636363636365,238.82999999999998,20,0,-11,1,0.5121165725146507
67,57,240.42,5,33.38,4,4,1,53.53,1,2,8,5,0.2,58.79,96,0,-3,0,13.826526385552151
27,37,413.75,1,17.77,9,6,1,57.11,3,0,1,1,0.14285714285714285,470.86,0,0,-5,0,4.284508740204942
34,107,264.22,5,19.4,7,7,4,43.66,1,3,2,7,0.5,61.576,48,0,-9,1,7.314682150667369
57,59,378.62,5,23.11,11,12,2,42.5,2,3,4,7,0.15384615384615385,84.224,96,0,-6,0,6.087666613982403
45,32,769.77,4,2.71,5,11,3,56.6,3,4,1,7,0.25,206.5925,32,0,-9,0,0.3515964554925594
64,56,425.3,1,31.16,8,13,3,32.52,2,1,7,3,0.21428571428571427,457.82,28,0,-8,0,7.309406521229181
63,94,381.75,3,16.7,6,12,4,27.78,1,4,2,7,0.3076923076923077,136.51,64,0,-9,1,4.363161332462442
39,102,465.62,1,2.63,3,12,3,19.67,3,2,8,4,0.23076923076923078,485.29,80,0,-9,1,0.5636277913505636
38,101,351.56,3,37.01,1,11,4,38.78,1,0,2,5,0.3333333333333333,130.11333333333334,0,0,-9,1,10.497503970955298
64,3,1118.27,1,24.39,5,9,3,55.7,3,1,2,3,0.3,1173.97,8,0,-9,0,2.1790988769465813
49,116,626.83,3,15.11,10,9,5,50.74,2,2,10,7,0.5,225.85666666666668,160,0,-12,1,2.406702451300511
49,50,193.2,2,79.61,8,14,2,51.27,2,0,3,2,0.13333333333333333,122.235,0,0,-6,0,40.99382080329557
68,90,1117.53,2,16.17,10,8,4,13.09,1,3,5,5,0.4444444444444444,565.31,90,0,-9,1,1.44564741222855
53,114,597.89,5,2.12,8,13,1,40.01,1,1,5,4,0.07142857142857142,127.58,25,0,-3,1,0.353988211524654
48,104,163.07,4,2.26,6,12,4,43.48,2,2,11,4,0.3076923076923077,51.637499999999996,110,0,-10,1,1.3774608398854147
23,92,347.47,1,67.31,4,5,1,54.28,3,0,3,2,0.16666666666666666,401.75,0,0,-5,1,19.315866502137915
38,32,150.8,4,10.32,11,7,2,54.76,2,2,8,5,0.25,51.39,96,0,-6,0,6.798418972332016
52,106,542.7,1,8.22,7,5,1,39.87,2,0,5,2,0.16666666666666666,582.57,0,0,-4,1,1.511863159830789
31,5,100.37,5,22.53,2,14,3,34.02,2,1,8,4,0.2,26.878000000000004,40,0,-8,0,22.225510506066882
40,71,560.25,2,57.77,7,7,0,43.84,3,0,6,1,0.0,302.045,0,1,2,1,10.293095768374165
59,78,288.59,6,59.46,7,7,4,35.22,2,2,5,6,0.5,53.96833333333333,70,0,-10,1,20.532476950170935
41,77,471.91,6,67.89,5,13,0,42.32,1,2,3,2,0.0,85.705,18,1,4,1,14.355797086126323
47,80,681.46,6,9.48,5,2,1,67.06,3,1,4,2,0.3333333333333333,124.75333333333333,12,0,-5,1,1.38909240101984
27,93,394.47,4,107.98,10,11,2,37.46,3,1,3,2,0.16666666666666666,107.9825,9,0,-7,1,27.304220294839048
22,80,253.51,1,19.92,11,8,1,50.73,1,3,4,5,0.1111111111111111,304.24,72,0,-3,1,7.826804447762367
59,78,306.19,2,5.94,4,8,0,42.73,1,1,3,3,0.0,174.46,12,1,4,1,1.9336566945538596
47,104,361.85,5,5.75,6,7,1,35.43,3,1,2,2,0.125,79.456,6,0,-5,1,1.5846768637177897
24,62,554.48,6,12.97,7,12,0,68.54,2,2,8,7,0.0,103.83666666666666,128,1,3,1,2.334917548786635
23,91,358.56,3,3.13,9,8,1,40.58,1,0,11,2,0.1111111111111111,133.04666666666665,0,0,-3,1,0.8705083991545222
25,88,414.07,2,62.04,10,11,4,44.76,2,2,9,4,0.3333333333333333,229.415,90,0,-10,1,14.946876430481607
69,90,623.43,6,36.27,3,9,1,44.58,1,4,6,8,0.1,111.335,216,0,-3,1,5.8084973495828205
43,81,926.04,1,50.74,7,11,2,32.37,1,1,1,3,0.16666666666666666,958.41,4,0,-5,1,5.473334483948913
35,24,93.9,6,27.22,10,10,3,34.65,3,3,8,5,0.2727272727272727,21.425,144,0,-9,0,28.682824025289776
53,76,320.04,1,22.74,9,13,0,41.78,1,2,11,2,0.0,361.82000000000005,66,1,4,1,7.083229504111636
43,75,193.84,4,8.65,10,11,2,51.39,3,1,9,3,0.16666666666666666,61.307500000000005,36,0,-7,1,4.4395401354957915
53,29,884.96,3,7.33,5,9,2,36.56,1,1,9,2,0.2,307.17333333333335,27,0,-5,0,0.8273511219468147
58,89,237.2,6,17.28,3,9,3,35.43,1,1,6,4,0.3,45.43833333333333,30,0,-7,1,7.254408060453402
21,4,68.73,6,39.5,11,9,2,45.93,3,2,5,5,0.2,19.11,60,0,-7,0,56.64706725942923
30,72,220.09,4,27.36,5,8,3,44.67,3,0,2,3,0.3333333333333333,66.19,0,0,-9,1,12.37505088425528
41,72,466.8,6,2.57,11,4,3,38.84,3,1,6,4,0.6,84.27333333333333,30,0,-9,1,0.549380076955964
48,29,626.9,3,2.92,10,10,3,45.5,2,1,0,3,0.2727272727272727,224.13333333333333,0,0,-8,0,0.4650422041726389
39,44,667.52,3,91.28,6,3,4,27.22,2,0,3,2,1.0,231.58,0,0,-10,0,13.654041763896368
57,47,450.65,5,4.79,6,12,1,43.3,3,1,2,4,0.07692307692307693,98.78999999999999,10,0,-5,0,1.060555740064209
35,55,116.91,2,44.76,1,2,4,44.52,1,2,1,5,1.3333333333333333,80.715,12,0,-9,0,37.96115681451955
51,108,325.19,1,61.0,4,8,4,23.69,1,0,10,3,0.4444444444444444,348.88,0,0,-9,1,18.700757227382812
40,105,289.45,6,52.81,9,13,1,26.45,3,1,9,3,0.07142857142857142,52.65,36,0,-5,1,18.18213117576175
56,89,651.98,4,24.9,6,5,1,37.44,3,1,7,3,0.16666666666666666,172.35500000000002,28,0,-5,1,3.813286777542957
64,74,588.11,5,24.81,2,14,2,20.23,2,2,7,5,0.13333333333333333,121.668,84,0,-6,1,4.211437592300249
54,86,389.97,2,0.12,5,3,4,29.93,2,3,5,6,1.0,209.95000000000002,105,0,-10,1,0.030692892037752256
64,68,742.9,1,55.36,7,6,0,37.05,1,2,9,3,0.0,779.9499999999999,72,1,4,1,7.441860465116279
18,29,409.49,2,36.49,6,2,1,38.79,1,3,11,7,0.3333333333333333,224.14000000000001,264,0,-3,0,8.889376111476528
59,46,241.86,3,149.5,11,3,4,52.68,3,1,9,3,1.0,98.18,36,0,-11,0,61.55809931647863
37,61,148.96,6,1.54,9,10,4,25.74,3,1,5,6,0.36363636363636365,29.11666666666667,35,0,-11,1,1.0269405174713258
64,38,254.94,5,13.7,11,8,0,23.12,1,1,10,2,0.0,55.612,30,1,4,0,5.35281706649996
42,94,248.06,4,123.45,1,2,1,38.67,1,2,1,6,0.3333333333333333,71.6825,14,0,-3,1,49.56636954950614
23,60,1011.99,1,1.29,8,14,3,13.34,2,1,9,3,0.2,1025.33,36,0,-8,0,0.12734577833937158
69,100,143.09,3,8.05,7,11,2,29.36,3,0,3,2,0.16666666666666666,57.48333333333333,0,0,-7,1,5.586786036504963
47,44,1284.29,6,2.89,3,7,3,43.24,3,0,10,2,0.375,221.255,0,0,-9,0,0.22485197893082498
37,26,347.56,5,9.99,6,12,4,37.15,3,3,4,5,0.3076923076923077,76.942,72,0,-11,0,2.8660775763139776
26,51,416.54,6,2.43,10,5,4,44.13,2,0,8,4,0.6666666666666666,76.77833333333334,0,0,-10,0,0.5819801695645926
65,22,310.54,6,3.49,2,4,2,24.61,2,0,4,3,0.4,55.85833333333334,0,0,-6,0,1.1202413815240417
66,57,411.41,2,3.18,7,9,6,33.98,1,0,7,4,0.6,222.69500000000002,0,0,-13,0,0.771077325962028
35,108,843.11,5,3.37,3,2,2,48.89,3,2,11,4,0.6666666666666666,178.4,110,0,-7,1,0.39923706625913685
57,6,27.01,2,83.21,1,2,0,30.99,1,0,3,1,0.0,29.0,0,1,4,0,297.07247411638696
20,34,374.01,2,15.1,5,7,3,32.15,2,0,8,3,0.375,203.07999999999998,0,0,-8,0,4.02655929175222
53,49,657.27,1,32.18,2,8,2,46.55,2,1,5,3,0.2222222222222222,703.8199999999999,20,0,-6,0,4.88857155878287
23,14,523.64,3,2.59,1,10,5,29.8,1,2,1,4,0.45454545454545453,184.48,10,0,-11,0,0.4936718511741384
61,107,471.73,1,8.62,1,9,1,32.81,2,1,4,4,0.1,504.54,20,0,-4,1,1.8234510185518158
55,86,154.35,4,125.36,5,9,2,35.03,3,2,0,4,0.2,47.345,0,0,-7,1,80.69520437721275
18,79,283.05,2,59.35,11,10,1,44.55,2,2,5,4,0.09090909090909091,163.8,50,0,-4,1,20.894208766062313
36,110,641.73,1,18.47,4,8,1,51.01,3,4,11,6,0.1111111111111111,692.74,308,0,-5,1,2.8736794610489627
55,49,171.35,5,20.19,9,7,2,39.96,1,1,6,4,0.25,42.262,30,0,-5,0,11.714534377719756
45,55,1072.6,2,2.58,11,2,4,18.52,2,1,7,4,1.3333333333333333,545.56,35,0,-10,0,0.2403129657228018
64,35,327.51,3,15.55,8,8,2,32.65,1,1,2,2,0.2222222222222222,120.05333333333333,6,0,-5,0,4.7334936531612435
26,119,574.11,3,28.38,5,12,3,31.79,2,0,11,2,0.23076923076923078,201.96666666666667,0,0,-8,1,4.9347081427900745
64,67,142.52,2,138.9,5,2,1,31.06,2,1,0,4,0.3333333333333333,86.79,0,0,-4,1,96.7809364548495
27,80,198.23,4,19.88,6,11,3,62.25,1,1,2,4,0.25,65.12,10,0,-7,1,9.978416905084575
41,47,170.19,4,24.71,8,12,1,22.63,3,2,2,5,0.07692307692307693,48.205,24,0,-5,0,14.434254337286056
43,30,658.72,4,16.66,2,10,4,29.08,3,0,7,5,0.36363636363636365,171.95000000000002,0,0,-11,0,2.52531376947796
25,42,529.51,6,39.41,9,2,3,40.72,3,1,1,4,1.0,95.03833333333334,5,0,-9,0,7.428700684247233
22,51,117.19,3,18.67,5,9,2,54.84,2,2,6,4,0.2,57.343333333333334,60,0,-6,0,15.796598697013287
30,40,700.53,5,14.13,8,10,1,26.09,3,2,0,6,0.09090909090909091,145.324,0,0,-5,0,2.0141690305475177
39,16,309.91,3,9.87,7,13,2,16.17,1,2,9,4,0.14285714285714285,108.69333333333334,90,0,-5,0,3.1745521211926273
51,81,129.27,4,4.3,2,7,3,47.36,3,4,5,8,0.375,44.1575,180,0,-9,1,3.3008367237276426
42,62,446.26,3,50.52,1,9,3,43.92,2,0,7,2,0.3,163.39333333333335,0,0,-8,1,11.29544336627465
40,35,233.57,3,60.22,5,13,0,36.94,1,1,2,1,0.0,90.17,4,1,4,0,25.672507140725582
58,43,50.93,5,33.78,6,4,3,35.93,2,0,10,3,0.6,17.372,0,0,-8,0,65.04910456383594
65,60,126.73,6,55.24,3,12,4,21.77,2,1,5,3,0.3076923076923077,24.75,20,0,-10,0,43.24747514287951
38,66,137.17,1,3.13,4,14,2,51.69,3,2,11,7,0.13333333333333333,188.85999999999999,176,0,-7,1,2.265325323876384
20,77,192.85,5,48.42,9,2,1,44.74,1,2,11,4,0.3333333333333333,47.518,110,0,-3,1,24.978075831828736
25,73,328.62,5,43.11,10,12,6,44.36,2,2,7,5,0.46153846153846156,74.596,84,0,-14,1,13.078696681026635
63,66,347.38,6,103.33,10,12,1,37.57,3,2,0,3,0.07692307692307693,64.15833333333333,0,0,-5,1,29.66014122509903
67,116,218.79,1,17.39,11,9,3,35.44,2,3,0,5,0.3,254.23,0,0,-8,1,7.912097911642932
56,74,475.08,3,7.77,11,7,1,19.23,2,0,1,2,0.125,164.77,0,0,-4,1,1.6320786422450009
68,13,213.38,5,3.22,11,11,1,27.99,1,4,4,6,0.08333333333333333,48.274,112,0,-3,0,1.5020057841216532
56,34,407.16,6,54.62,9,7,1,23.3,3,1,8,3,0.125,71.74333333333334,32,0,-5,0,13.382007056056446
39,80,474.68,1,30.24,6,14,6,21.66,2,1,10,4,0.4,496.34000000000003,50,0,-14,1,6.357214934409687
62,22,630.25,3,12.3,10,10,4,44.64,2,2,0,5,0.36363636363636365,224.96333333333334,0,0,-10,0,1.9485148514851485
28,106,391.87,5,30.44,2,14,2,46.21,2,1,10,3,0.13333333333333333,87.616,40,0,-6,1,7.748110061852522
40,84,569.84,1,39.44,3,8,2,26.67,3,1,0,5,0.2222222222222222,596.51,0,0,-7,1,6.909116389881577
66,95,1466.72,1,40.2,7,10,2,21.03,2,3,0,4,0.18181818181818182,1487.75,0,0,-6,1,2.7389420325402667
33,81,411.17,5,24.37,4,3,2,37.36,1,1,11,5,0.5,89.706,66,0,-5,1,5.912608874978771
69,78,1471.44,4,14.66,8,7,3,42.78,3,3,3,6,0.375,378.555,63,0,-9,1,0.9956263073537801
68,60,247.14,3,66.17,5,13,2,46.46,3,0,1,2,0.14285714285714285,97.86666666666666,0,0,-7,0,26.6663980011284
45,57,635.09,5,19.89,4,11,0,33.25,1,2,6,6,0.0,133.668,84,1,4,0,3.126916002452483
52,12,173.52,6,14.92,4,12,3,29.28,2,2,11,6,0.23076923076923078,33.800000000000004,154,0,-8,0,8.549163419665367
59,53,686.0,1,0.04,3,9,2,40.03,3,2,5,5,0.2,726.03,60,0,-7,0,0.005822416302765647
46,107,262.36,5,17.48,3,9,4,32.72,1,2,3,4,0.4,59.016000000000005,30,0,-9,1,6.63730255164034
55,52,120.2,2,0.47,10,5,3,4.61,2,4,3,9,0.5,62.405,120,0,-8,0,0.38778877887788776
23,103,1094.43,4,36.53,11,14,2,47.86,3,2,11,4,0.13333333333333333,285.5725,110,0,-7,1,3.3347635175227994
66,54,1152.0,6,32.08,8,4,4,57.77,3,1,1,4,0.8,201.62833333333333,5,0,-11,0,2.782307025151778
31,98,927.89,4,9.68,3,2,4,53.8,2,0,2,1,1.3333333333333333,245.42249999999999,0,0,-10,1,1.0421040166219897
46,84,139.76,5,9.24,11,6,5,45.37,2,4,10,8,0.7142857142857143,37.025999999999996,360,0,-12,1,6.564364876385337
66,51,137.59,1,7.86,1,9,1,40.4,2,1,6,3,0.1,177.99,24,0,-4,0,5.671404863265748
45,75,482.15,2,37.46,4,12,5,21.47,2,4,6,7,0.38461538461538464,251.81,192,0,-12,1,7.753285729069647
27,30,284.43,2,44.76,7,7,1,32.46,3,0,2,1,0.125,158.445,0,0,-5,0,15.681603195179203
63,31,1010.66,1,15.43,4,13,2,31.92,2,0,7,3,0.14285714285714285,1042.58,0,0,-6,0,1.5252159816539153
64,69,550.17,4,34.27,9,12,0,45.49,1,1,7,2,0.0,148.915,21,1,4,1,6.21768238474518
21,89,542.58,1,3.45,5,14,8,42.85,3,1,8,4,0.5333333333333333,585.4300000000001,40,0,-19,1,0.634681187681666
41,76,217.9,5,9.85,5,9,3,21.86,3,0,6,4,0.3,47.952,0,0,-9,1,4.499771585198721
19,64,141.67,3,8.17,7,4,1,22.43,3,1,7,2,0.2,54.699999999999996,21,0,-5,1,5.726501717249597
63,87,1023.52,4,85.92,1,12,2,50.66,2,4,4,7,0.15384615384615385,268.545,128,0,-6,1,8.386366298364113
46,48,485.88,3,19.33,10,10,3,36.9,2,2,10,5,0.2727272727272727,174.26,120,0,-8,0,3.970177456457443
42,113,550.88,5,1.45,2,13,0,23.52,1,1,11,1,0.0,114.88,22,1,4,1,0.26273827643690656
48,29,726.05,1,73.56,10,13,1,38.31,2,3,10,5,0.07142857142857142,764.3599999999999,180,0,-4,0,10.11759851454508
64,22,496.81,4,18.44,7,5,2,9.17,1,2,3,5,0.3333333333333333,126.495,36,0,-5,0,3.7042245033245615
68,19,383.83,5,6.21,7,9,1,45.92,1,1,2,3,0.1,85.95,8,0,-3,0,1.6136995556479485
63,8,166.82,6,30.74,2,13,2,36.11,1,1,6,3,0.14285714285714285,33.821666666666665,24,0,-5,0,18.317244666905015
32,44,272.77,1,8.22,7,9,4,37.19,3,1,9,3,0.4,309.96,36,0,-11,0,3.002520363809037
55,102,1386.85,5,0.15,11,3,5,45.19,2,1,9,3,1.25,286.408,36,0,-12,1,0.01080808444716648
50,92,906.45,2,46.45,6,6,1,41.37,3,1,3,3,0.14285714285714285,473.91,12,0,-5,1,5.118739324480687
67,60,1132.9,2,37.85,1,7,4,44.91,2,3,3,6,0.5,588.9050000000001,63,0,-10,0,3.3380368639209803
66,79,385.14,3,25.66,9,14,2,46.59,3,1,3,3,0.13333333333333333,143.91,12,0,-7,1,6.645258196509038
25,40,714.93,3,139.66,8,14,4,54.39,1,1,10,3,0.26666666666666666,256.44,40,0,-9,0,19.507493749388907
57,114,446.55,2,69.16,9,13,2,32.84,1,4,4,7,0.14285714285714285,239.695,128,0,-5,1,15.45302200871411
33,62,170.64,3,3.32,2,8,0,52.41,1,2,8,5,0.0,74.35,96,1,4,1,1.9342810533675134
55,27,324.24,5,4.0,1,12,1,38.73,2,3,8,6,0.07692307692307693,72.59400000000001,168,0,-4,0,1.2298610257040954
61,98,148.65,5,7.71,2,12,1,58.53,3,2,1,4,0.07692307692307693,41.436,10,0,-5,1,5.152021383227531
58,108,478.26,4,0.69,4,11,2,37.09,2,2,4,7,0.16666666666666666,128.8375,64,0,-6,1,0.14397195676668198
51,48,596.5,6,41.61,4,10,1,31.28,3,3,7,7,0.09090909090909091,104.63,168,0,-5,0,6.964016736401674
23,97,1004.38,5,9.61,4,2,0,65.44,2,3,11,4,0.0,213.964,165,1,3,1,0.9558574867214386
56,45,479.04,6,30.01,11,12,1,34.18,3,2,10,4,0.07692307692307693,85.53666666666668,100,0,-5,0,6.251562369802517
57,49,168.11,6,16.51,6,14,2,53.71,1,0,5,3,0.13333333333333333,36.970000000000006,0,0,-5,0,9.762876234403643
66,2,928.87,5,5.77,4,9,2,7.25,3,1,7,4,0.2,187.224,35,0,-7,0,0.6205168464409003
40,68,55.54,5,71.45,3,4,2,52.16,2,3,2,5,0.4,21.54,36,0,-6,1,126.37071100106121
67,105,986.92,2,52.37,3,12,3,44.15,2,1,3,5,0.23076923076923078,515.535,18,0,-8,1,5.301036521175804
38,43,125.72,5,31.8,6,8,3,30.99,1,1,0,4,0.3333333333333333,31.342000000000002,0,0,-7,0,25.094696969696972
52,16,384.07,6,31.07,8,3,1,55.73,3,5,1,8,0.25,73.3,45,0,-5,0,8.068662840522503
64,35,656.35,4,15.18,10,9,1,38.8,2,2,3,3,0.1,173.7875,24,0,-4,0,2.3092720772799877
46,91,554.43,3,121.75,5,12,1,32.33,1,2,6,4,0.07692307692307693,195.58666666666667,60,0,-3,1,21.91995390958357
52,75,191.88,3,11.87,2,10,3,43.34,1,1,3,3,0.2727272727272727,78.40666666666667,12,0,-7,1,6.154085441725425
19,83,188.37,3,34.16,11,10,0,54.03,2,3,2,4,0.0,80.8,30,1,3,1,18.038760099276548
50,81,329.58,2,33.78,11,7,4,31.19,3,2,3,4,0.5,180.385,30,0,-11,1,10.218404017181923
43,111,179.58,2,16.25,1,5,2,68.97,1,2,9,4,0.3333333333333333,124.275,90,0,-5,1,8.998781703400155
61,83,505.43,3,19.01,2,5,2,43.18,1,3,1,7,0.3333333333333333,182.87,24,0,-5,1,3.753727069881326
49,11,507.4,1,30.22,1,11,2,35.66,1,1,9,3,0.16666666666666666,543.06,36,0,-5,0,5.944138473642801
35,83,376.29,3,4.28,3,14,1,28.7,2,3,11,6,0.06666666666666667,134.99666666666667,231,0,-4,1,1.1344058946698825
51,56,213.14,2,21.35,10,5,3,66.87,1,3,11,7,0.5,140.005,264,0,-7,0,9.970113010180256
47,50,64.11,3,3.31,9,2,2,36.24,3,1,7,4,0.6666666666666666,33.449999999999996,35,0,-7,0,5.083704500076793
61,12,490.26,1,9.6,3,12,3,42.48,3,1,7,5,0.23076923076923078,532.74,42,0,-9,0,1.9541586939706064
40,33,448.49,3,7.8,3,4,3,55.66,2,1,2,4,0.6,168.04999999999998,10,0,-8,0,1.7353000066742306
65,42,1365.27,3,14.01,9,13,1,43.2,2,3,1,6,0.07142857142857142,469.49,21,0,-4,0,1.0254195729980164
37,97,690.01,4,47.3,3,13,2,64.73,3,4,4,10,0.14285714285714285,188.685,176,0,-7,1,6.84505289359054
63,17,492.92,1,50.17,10,8,2,62.79,3,4,6,7,0.2222222222222222,555.71,192,0,-7,0,10.157515387107225
40,22,540.24,3,50.89,2,13,3,62.74,2,4,3,10,0.21428571428571427,200.99333333333334,132,0,-8,0,9.402483186756337
57,110,382.03,1,84.46,9,8,2,35.8,3,1,0,3,0.2222222222222222,417.83,0,0,-7,1,22.0504921285539
25,98,547.68,2,8.1,4,13,2,52.91,3,2,8,4,0.14285714285714285,300.29499999999996,80,0,-7,1,1.4762703214988702
31,76,1135.28,6,0.48,10,10,2,36.32,3,2,0,4,0.18181818181818182,195.26666666666665,0,0,-7,1,0.04224310909282923
40,48,121.36,6,20.14,11,13,2,41.34,2,2,7,6,0.14285714285714285,27.116666666666664,98,0,-6,0,16.459627329192546
63,32,83.34,2,0.46,7,2,2,48.56,2,2,4,4,0.6666666666666666,65.95,40,0,-6,0,0.5454114299264881
31,5,810.91,2,75.7,10,13,2,39.18,3,1,1,4,0.14285714285714285,425.04499999999996,5,0,-7,0,9.323693512827777
19,79,470.42,4,12.73,6,4,1,43.57,3,2,7,5,0.2,128.4975,84,0,-5,1,2.7003521276144413
21,48,396.59,6,230.33,2,6,0,26.18,2,5,5,9,0.0,70.46166666666666,250,1,3,0,57.93153751351896
41,69,162.27,2,57.98,8,2,2,27.13,3,1,5,3,0.6666666666666666,94.7,20,0,-7,1,35.511729037790154
68,72,1065.27,1,12.4,3,7,2,42.56,1,1,7,4,0.25,1107.83,35,0,-5,1,1.162932465510612
53,107,536.74,6,44.93,6,14,0,42.67,1,0,3,4,0.0,96.56833333333333,0,1,4,1,8.355339011418158
26,108,323.19,6,41.18,4,11,2,51.53,1,2,0,5,0.16666666666666666,62.45333333333334,0,0,-5,1,12.702427588759676
33,59,245.0,3,0.41,6,4,2,51.43,2,3,6,5,0.4,98.81,108,0,-6,0,0.16666666666666666
49,65,909.44,2,39.76,2,6,2,28.48,3,3,2,5,0.2857142857142857,468.96000000000004,36,0,-7,1,4.36711919511445
49,107,313.47,4,36.69,2,4,1,20.79,1,2,5,5,0.2,83.56500000000001,60,0,-3,1,11.66724965815499
44,12,1372.62,2,67.88,3,6,0,55.08,3,0,2,0,0.0,713.8499999999999,0,1,2,0,4.941686929427353
32,17,373.43,2,9.42,5,3,5,39.86,2,1,6,3,1.25,206.645,24,0,-12,0,2.515824052559891
66,109,995.58,2,7.05,6,8,1,49.77,3,2,11,6,0.1111111111111111,522.6750000000001,154,0,-5,1,0.707419374259969
21,1,286.72,1,33.24,3,7,3,33.52,2,0,7,4,0.375,320.24,0,0,-8,0,11.552898651466704
53,15,918.47,2,86.04,7,4,1,28.81,2,1,5,3,0.2,473.64,20,0,-4,0,9.35756468400274
42,66,422.44,3,65.15,2,5,1,39.45,2,2,9,4,0.16666666666666666,153.96333333333334,90,0,-4,1,15.38588702059324
32,22,215.21,4,17.68,7,12,2,62.75,2,3,11,6,0.15384615384615385,69.49000000000001,231,0,-6,0,8.177235095508996
29,27,238.96,5,7.33,7,3,2,40.61,3,3,2,6,0.5,55.914,42,0,-7,0,3.054675779296549
24,82,446.12,1,2.7,3,6,1,45.03,3,1,1,3,0.14285714285714285,491.15,4,0,-5,1,0.6038647342995169
53,104,678.18,4,28.51,5,9,2,35.02,2,1,10,4,0.2,178.29999999999998,50,0,-6,1,4.197709002031862
41,51,1046.11,2,16.42,5,9,3,28.61,1,1,2,3,0.3,537.3599999999999,8,0,-7,0,1.5681256028497486
23,83,479.17,6,86.32,1,10,5,43.06,3,3,7,6,0.45454545454545453,87.03833333333334,147,0,-13,1,17.976966491034425
65,49,378.62,6,0.28,1,12,5,60.64,1,0,8,2,0.38461538461538464,73.21,0,0,-11,0,0.0737579684948106
58,88,695.84,5,102.24,11,4,1,29.16,2,2,0,5,0.2,145.0,0,0,-4,1,14.671947649388667
62,71,441.62,6,4.1,7,11,5,17.16,1,3,11,7,0.4166666666666667,76.46333333333334,264,0,-11,1,0.9263024716461072
48,85,426.91,5,0.77,4,12,0,30.72,2,2,11,4,0.0,91.526,110,1,3,1,0.17994438082774414
38,47,165.25,3,13.59,3,12,2,33.32,1,1,4,3,0.15384615384615385,66.19,16,0,-5,0,8.174436090225564
28,31,406.72,1,9.23,8,8,2,47.92,2,4,10,6,0.2222222222222222,454.64000000000004,280,0,-6,0,2.2638084960266847
33,92,1112.92,2,3.52,7,11,3,21.17,3,0,5,2,0.25,567.0450000000001,0,0,-9,1,0.31600114909508764
31,55,960.04,2,4.67,4,3,2,38.97,1,1,9,4,0.5,499.505,45,0,-5,0,0.485931907100641
42,11,380.12,4,5.09,3,13,1,67.79,2,2,5,3,0.07142857142857142,111.9775,40,0,-4,0,1.3355373635600334
31,99,409.38,1,17.45,8,2,3,28.44,1,2,2,6,1.0,437.82,28,0,-7,1,4.252156537842975
55,115,606.43,2,21.28,5,11,2,42.09,1,2,7,4,0.16666666666666666,324.26,70,0,-5,1,3.5032843290584923
35,46,756.33,1,21.85,1,5,1,54.07,3,3,6,8,0.16666666666666666,810.4000000000001,162,0,-5,0,2.8851359380983195
31,19,493.15,5,31.89,11,8,2,21.14,2,0,9,2,0.2222222222222222,102.85799999999999,0,0,-6,0,6.453506020439138
41,63,701.89,1,2.79,7,10,2,54.23,3,0,3,2,0.18181818181818182,756.12,0,0,-7,1,0.3969326637169401
68,27,286.67,1,22.99,3,14,2,22.66,2,0,9,5,0.13333333333333333,309.33000000000004,0,0,-6,0,7.991796155316855
25,113,164.58,5,5.7,3,8,3,28.1,2,1,3,5,0.3333333333333333,38.536,18,0,-8,1,3.442444739702862
62,75,294.55,5,4.5,11,9,3,38.69,2,1,10,3,0.3,66.648,40,0,-8,1,1.5225850109964472
42,44,322.78,2,12.25,11,6,2,43.98,2,2,2,6,0.2857142857142857,183.38,28,0,-6,0,3.7834331953795792
51,26,438.42,4,58.04,10,9,3,29.39,1,0,1,4,0.3,116.9525,0,0,-7,0,13.208320058258613
62,15,417.04,5,24.88,1,10,1,64.66,2,3,5,5,0.09090909090909091,96.34,90,0,-4,0,5.95158358051861
